Prog,n,nbThread,timeDebut,timeEnd,duration
Integral,262144,4,1485221224,1485221231,7
Integral,262144,5,1485221231,1485221240,9
Integral,262144,6,1485221240,1485221247,7
Integral,262144,7,1485221247,1485221255,8
Integral,262144,8,1485221255,1485221263,8
Integral,262144,9,1485221263,1485221271,8
Integral,262144,10,1485221271,1485221279,8
Integral,262144,11,1485221279,1485221287,8
Integral,262144,12,1485221287,1485221295,8
Integral,262144,13,1485221295,1485221303,8
Integral,262144,14,1485221303,1485221310,7
Integral,262144,15,1485221310,1485221318,8
Integral,262144,16,1485221318,1485221326,8
Integral,262144,1,1485221326,1485221334,8
Integral,262144,2,1485221334,1485221342,8
Integral,262144,3,1485221342,1485221350,8
Integral,262144,4,1485221350,1485221358,8
Integral,262144,5,1485221358,1485221366,8
Integral,262144,6,1485221366,1485221374,8
Integral,262144,7,1485221374,1485221382,8
Integral,262144,8,1485221382,1485221389,7
Integral,262144,9,1485221389,1485221397,8
Integral,262144,10,1485221397,1485221406,9
Integral,262144,11,1485221406,1485221414,8
Integral,262144,12,1485221414,1485221422,8
Integral,262144,13,1485221422,1485221430,8
Integral,262144,14,1485221430,1485221437,7
Integral,262144,15,1485221437,1485221445,8
Integral,262144,16,1485221445,1485221453,8
Integral,262144,1,1485221453,1485221461,8
Integral,262144,2,1485221461,1485221469,8
Integral,262144,3,1485221469,1485221476,7
Integral,262144,4,1485221476,1485221484,8
Integral,262144,5,1485221484,1485221492,8
Integral,262144,6,1485221492,1485221500,8
Integral,262144,7,1485221500,1485221508,8
Integral,262144,8,1485221508,1485221516,8
Integral,262144,9,1485221516,1485221524,8
Integral,262144,10,1485221524,1485221532,8
Integral,262144,11,1485221532,1485221540,8
Integral,262144,12,1485221540,1485221548,8
Integral,262144,13,1485221548,1485221556,8
Integral,262144,14,1485221556,1485221563,7
Integral,262144,15,1485221563,1485221571,8
Integral,262144,16,1485221571,1485221579,8
Integral,262144,1,1485221579,1485221587,8
Integral,262144,2,1485221587,1485221595,8
Integral,262144,3,1485221595,1485221603,8
Integral,262144,4,1485221603,1485221611,8
Integral,262144,5,1485221611,1485221619,8
Integral,262144,6,1485221619,1485221627,8
Integral,262144,7,1485221627,1485221635,8
Integral,262144,8,1485221635,1485221643,8
Integral,262144,9,1485221643,1485221651,8
Integral,262144,10,1485221651,1485221659,8
Integral,262144,11,1485221659,1485221667,8
Integral,262144,12,1485221667,1485221675,8
Integral,262144,13,1485221675,1485221683,8
Integral,262144,14,1485221683,1485221691,8
Integral,262144,15,1485221691,1485221699,8
Integral,262144,16,1485221699,1485221707,8
Integral,262144,1,1485221707,1485221715,8
Integral,262144,2,1485221715,1485221723,8
Integral,262144,3,1485221723,1485221730,7
Integral,262144,4,1485221730,1485221738,8
Integral,262144,5,1485221738,1485221746,8
Integral,262144,6,1485221746,1485221754,8
Integral,262144,7,1485221754,1485221762,8
Integral,262144,8,1485221762,1485221770,8
Integral,262144,9,1485221770,1485221778,8
Integral,262144,10,1485221778,1485221786,8
Integral,262144,11,1485221786,1485221794,8
Integral,262144,12,1485221794,1485221802,8
Integral,262144,13,1485221802,1485221809,7
Integral,262144,14,1485221809,1485221817,8
Integral,262144,15,1485221817,1485221826,9
Integral,262144,16,1485221826,1485221834,8
Integral,524288,1,1485221834,1485221842,8
Integral,524288,2,1485221842,1485221850,8
Integral,524288,3,1485221850,1485221857,7
Integral,524288,4,1485221857,1485221865,8
Integral,524288,5,1485221865,1485221873,8
Integral,524288,6,1485221873,1485221881,8
Integral,524288,7,1485221881,1485221889,8
Integral,524288,8,1485221889,1485221897,8
Integral,524288,9,1485221897,1485221905,8
Integral,524288,10,1485221905,1485221913,8
Integral,524288,11,1485221913,1485221921,8
Integral,524288,12,1485221921,1485221929,8
Integral,524288,13,1485221929,1485221937,8
Integral,524288,14,1485221937,1485221945,8
Integral,524288,15,1485221945,1485221953,8
Integral,524288,16,1485221953,1485221961,8
Integral,524288,1,1485221961,1485221968,7
Integral,524288,2,1485221968,1485221976,8
Integral,524288,3,1485221976,1485221984,8
Integral,524288,4,1485221984,1485221992,8
Integral,524288,5,1485221992,1485222000,8
Integral,524288,6,1485222000,1485222009,9
Integral,524288,7,1485222009,1485222017,8
Integral,524288,8,1485222017,1485222025,8
Integral,524288,9,1485222025,1485222033,8
Integral,524288,10,1485222033,1485222041,8
Integral,524288,11,1485222041,1485222048,7
Integral,524288,12,1485222048,1485222056,8
Integral,524288,13,1485222056,1485222065,9
Integral,524288,14,1485222065,1485222073,8
Integral,524288,15,1485222073,1485222081,8
Integral,524288,16,1485222081,1485222088,7
Integral,524288,1,1485222088,1485222096,8
Integral,524288,2,1485222096,1485222104,8
Integral,524288,3,1485222104,1485222112,8
Integral,524288,4,1485222112,1485222120,8
Integral,524288,5,1485222120,1485222128,8
Integral,524288,6,1485222128,1485222136,8
Integral,524288,7,1485222136,1485222144,8
Integral,524288,8,1485222144,1485222152,8
Integral,524288,9,1485222152,1485222159,7
Integral,524288,10,1485222159,1485222167,8
Integral,524288,11,1485222167,1485222175,8
Integral,524288,12,1485222175,1485222184,9
Integral,524288,13,1485222184,1485222192,8
Integral,524288,14,1485222192,1485222199,7
Integral,524288,15,1485222199,1485222208,9
Integral,524288,16,1485222208,1485222215,7
Integral,524288,1,1485222215,1485222223,8
Integral,524288,2,1485222223,1485222231,8
Integral,524288,3,1485222231,1485222239,8
Integral,524288,4,1485222239,1485222247,8
Integral,524288,5,1485222247,1485222255,8
Integral,524288,6,1485222255,1485222263,8
Integral,524288,7,1485222263,1485222271,8
Integral,524288,8,1485222271,1485222279,8
Integral,524288,9,1485222279,1485222287,8
Integral,524288,10,1485222287,1485222295,8
Integral,524288,11,1485222295,1485222303,8
Integral,524288,12,1485222303,1485222311,8
Integral,524288,13,1485222311,1485222319,8
Integral,524288,14,1485222319,1485222327,8
Integral,524288,15,1485222327,1485222335,8
Integral,524288,16,1485222335,1485222343,8
Integral,524288,1,1485222343,1485222351,8
Integral,524288,2,1485222351,1485222359,8
Integral,524288,3,1485222359,1485222367,8
Integral,524288,4,1485222367,1485222375,8
Integral,524288,5,1485222375,1485222383,8
Integral,524288,6,1485222383,1485222391,8
Integral,524288,7,1485222391,1485222398,7
Integral,524288,8,1485222398,1485222406,8
Integral,524288,9,1485222406,1485222414,8
Integral,524288,10,1485222414,1485222422,8
Integral,524288,11,1485222422,1485222430,8
Integral,524288,12,1485222430,1485222438,8
Integral,524288,13,1485222438,1485222446,8
Integral,524288,14,1485222446,1485222454,8
Integral,524288,15,1485222454,1485222461,7
Integral,524288,16,1485222461,1485222469,8
Integral,1048576,1,1485222469,1485222477,8
Integral,1048576,2,1485222477,1485222485,8
Integral,1048576,3,1485222485,1485222493,8
Integral,1048576,4,1485222493,1485222502,9
Integral,1048576,5,1485222502,1485222510,8
Integral,1048576,6,1485222510,1485222518,8
Integral,1048576,7,1485222518,1485222526,8
Integral,1048576,8,1485222526,1485222534,8
Integral,1048576,9,1485222534,1485222542,8
Integral,1048576,10,1485222542,1485222551,9
Integral,1048576,11,1485222551,1485222559,8
Integral,1048576,12,1485222559,1485222567,8
Integral,1048576,13,1485222567,1485222575,8
Integral,1048576,14,1485222575,1485222583,8
Integral,1048576,15,1485222583,1485222591,8
Integral,1048576,16,1485222591,1485222599,8
Integral,1048576,1,1485222599,1485222607,8
Integral,1048576,2,1485222607,1485222615,8
Integral,1048576,3,1485222615,1485222623,8
Integral,1048576,4,1485222623,1485222631,8
Integral,1048576,5,1485222631,1485222639,8
Integral,1048576,6,1485222639,1485222647,8
Integral,1048576,7,1485222647,1485222655,8
Integral,1048576,8,1485222655,1485222663,8
Integral,1048576,9,1485222663,1485222671,8
Integral,1048576,10,1485222671,1485222679,8
Integral,1048576,11,1485222679,1485222687,8
Integral,1048576,12,1485222687,1485222695,8
Integral,1048576,13,1485222695,1485222703,8
Integral,1048576,14,1485222703,1485222711,8
Integral,1048576,15,1485222711,1485222719,8
Integral,1048576,16,1485222719,1485222727,8
Integral,1048576,1,1485222727,1485222735,8
Integral,1048576,2,1485222735,1485222743,8
Integral,1048576,3,1485222743,1485222751,8
Integral,1048576,4,1485222751,1485222760,9
Integral,1048576,5,1485222760,1485222768,8
Integral,1048576,6,1485222768,1485222775,7
Integral,1048576,7,1485222775,1485222784,9
Integral,1048576,8,1485222784,1485222792,8
Integral,1048576,9,1485222792,1485222799,7
Integral,1048576,10,1485222799,1485222808,9
Integral,1048576,11,1485222808,1485222815,7
Integral,1048576,12,1485222815,1485222823,8
Integral,1048576,13,1485222823,1485222831,8
Integral,1048576,14,1485222831,1485222839,8
Integral,1048576,15,1485222839,1485222847,8
Integral,1048576,16,1485222847,1485222855,8
Integral,1048576,1,1485222855,1485222863,8
Integral,1048576,2,1485222863,1485222871,8
Integral,1048576,3,1485222871,1485222879,8
Integral,1048576,4,1485222879,1485222887,8
Integral,1048576,5,1485222887,1485222895,8
Integral,1048576,6,1485222895,1485222903,8
Integral,1048576,7,1485222903,1485222911,8
Integral,1048576,8,1485222911,1485222919,8
Integral,1048576,9,1485222919,1485222927,8
Integral,1048576,10,1485222927,1485222935,8
Integral,1048576,11,1485222935,1485222943,8
Integral,1048576,12,1485222943,1485222951,8
Integral,1048576,13,1485222951,1485222959,8
Integral,1048576,14,1485222959,1485222966,7
Integral,1048576,15,1485222966,1485222975,9
Integral,1048576,16,1485222975,1485222982,7
Integral,1048576,1,1485222982,1485222991,9
Integral,1048576,2,1485222991,1485222999,8
Integral,1048576,3,1485222999,1485223007,8
Integral,1048576,4,1485223007,1485223015,8
Integral,1048576,5,1485223015,1485223023,8
Integral,1048576,6,1485223023,1485223031,8
Integral,1048576,7,1485223031,1485223039,8
Integral,1048576,8,1485223039,1485223047,8
Integral,1048576,9,1485223047,1485223055,8
Integral,1048576,10,1485223055,1485223063,8
Integral,1048576,11,1485223063,1485223071,8
Integral,1048576,12,1485223071,1485223079,8
Integral,1048576,13,1485223079,1485223087,8
Integral,1048576,14,1485223087,1485223095,8
Integral,1048576,15,1485223095,1485223103,8
Integral,1048576,16,1485223103,1485223110,7
Integral,2097152,1,1485223110,1485223118,8
Integral,2097152,2,1485223118,1485223126,8
Integral,2097152,3,1485223126,1485223134,8
Integral,2097152,4,1485223134,1485223142,8
Integral,2097152,5,1485223142,1485223150,8
Integral,2097152,6,1485223150,1485223158,8
Integral,2097152,7,1485223158,1485223166,8
Integral,2097152,8,1485223166,1485223174,8
Integral,2097152,9,1485223174,1485223182,8
Integral,2097152,10,1485223182,1485223190,8
Integral,2097152,11,1485223190,1485223197,7
Integral,2097152,12,1485223197,1485223207,10
Integral,2097152,13,1485223207,1485223215,8
Integral,2097152,14,1485223215,1485223224,9
Integral,2097152,15,1485223224,1485223232,8
Integral,2097152,16,1485223232,1485223240,8
Integral,2097152,1,1485223240,1485223248,8
Integral,2097152,2,1485223248,1485223256,8
Integral,2097152,3,1485223256,1485223264,8
Integral,2097152,4,1485223264,1485223272,8
Integral,2097152,5,1485223272,1485223280,8
Integral,2097152,6,1485223280,1485223288,8
Integral,2097152,7,1485223288,1485223297,9
Integral,2097152,8,1485223297,1485223304,7
Integral,2097152,9,1485223304,1485223312,8
Integral,2097152,10,1485223312,1485223320,8
Integral,2097152,11,1485223320,1485223328,8
Integral,2097152,12,1485223328,1485223336,8
Integral,2097152,13,1485223336,1485223344,8
Integral,2097152,14,1485223344,1485223352,8
Integral,2097152,15,1485223352,1485223360,8
Integral,2097152,16,1485223360,1485223368,8
Integral,2097152,1,1485223368,1485223376,8
Integral,2097152,2,1485223376,1485223384,8
Integral,2097152,3,1485223384,1485223392,8
Integral,2097152,4,1485223392,1485223400,8
Integral,2097152,5,1485223400,1485223408,8
Integral,2097152,6,1485223408,1485223416,8
Integral,2097152,7,1485223416,1485223424,8
Integral,2097152,8,1485223424,1485223431,7
Integral,2097152,9,1485223431,1485223439,8
Integral,2097152,10,1485223439,1485223447,8
Integral,2097152,11,1485223447,1485223455,8
Integral,2097152,12,1485223455,1485223463,8
Integral,2097152,13,1485223463,1485223471,8
Integral,2097152,14,1485223471,1485223479,8
Integral,2097152,15,1485223479,1485223487,8
Integral,2097152,16,1485223487,1485223495,8
Integral,2097152,1,1485223495,1485223503,8
Integral,2097152,2,1485223503,1485223512,9
Integral,2097152,3,1485223512,1485223519,7
Integral,2097152,4,1485223519,1485223528,9
Integral,2097152,5,1485223528,1485223536,8
Integral,2097152,6,1485223536,1485223543,7
Integral,2097152,7,1485223543,1485223551,8
Integral,2097152,8,1485223551,1485223559,8
Integral,2097152,9,1485223559,1485223567,8
Integral,2097152,10,1485223567,1485223575,8
Integral,2097152,11,1485223575,1485223584,9
Integral,2097152,12,1485223584,1485223592,8
Integral,2097152,13,1485223592,1485223599,7
Integral,2097152,14,1485223599,1485223607,8
Integral,2097152,15,1485223607,1485223615,8
Integral,2097152,16,1485223615,1485223623,8
Integral,2097152,1,1485223623,1485223631,8
Integral,2097152,2,1485223631,1485223639,8
Integral,2097152,3,1485223639,1485223647,8
Integral,2097152,4,1485223647,1485223655,8
Integral,2097152,5,1485223655,1485223663,8
Integral,2097152,6,1485223663,1485223671,8
Integral,2097152,7,1485223671,1485223679,8
Integral,2097152,8,1485223679,1485223687,8
Integral,2097152,9,1485223687,1485223695,8
Integral,2097152,10,1485223695,1485223703,8
Integral,2097152,11,1485223703,1485223710,7
Integral,2097152,12,1485223710,1485223718,8
Integral,2097152,13,1485223718,1485223727,9
Integral,2097152,14,1485223727,1485223735,8
Integral,2097152,15,1485223735,1485223743,8
Integral,2097152,16,1485223743,1485223751,8
Integral,4194304,1,1485223751,1485223759,8
Integral,4194304,2,1485223759,1485223767,8
Integral,4194304,3,1485223767,1485223775,8
Integral,4194304,4,1485223775,1485223783,8
Integral,4194304,5,1485223783,1485223791,8
Integral,4194304,6,1485223791,1485223799,8
Integral,4194304,7,1485223799,1485223808,9
Integral,4194304,8,1485223808,1485223816,8
Integral,4194304,9,1485223816,1485223824,8
Integral,4194304,10,1485223824,1485223832,8
Integral,4194304,11,1485223832,1485223840,8
Integral,4194304,12,1485223840,1485223848,8
Integral,4194304,13,1485223848,1485223856,8
Integral,4194304,14,1485223856,1485223864,8
Integral,4194304,15,1485223864,1485223872,8
Integral,4194304,16,1485223872,1485223880,8
Integral,4194304,1,1485223880,1485223888,8
Integral,4194304,2,1485223888,1485223896,8
Integral,4194304,3,1485223896,1485223904,8
Integral,4194304,4,1485223904,1485223912,8
Integral,4194304,5,1485223912,1485223920,8
Integral,4194304,6,1485223920,1485223928,8
Integral,4194304,7,1485223928,1485223936,8
Integral,4194304,8,1485223936,1485223944,8
Integral,4194304,9,1485223944,1485223952,8
Integral,4194304,10,1485223952,1485223960,8
Integral,4194304,11,1485223960,1485223968,8
Integral,4194304,12,1485223968,1485223976,8
Integral,4194304,13,1485223976,1485223984,8
Integral,4194304,14,1485223984,1485223992,8
Integral,4194304,15,1485223992,1485224000,8
Integral,4194304,16,1485224000,1485224008,8
Integral,4194304,1,1485224008,1485224016,8
Integral,4194304,2,1485224016,1485224024,8
Integral,4194304,3,1485224024,1485224032,8
Integral,4194304,4,1485224032,1485224040,8
Integral,4194304,5,1485224040,1485224048,8
Integral,4194304,6,1485224048,1485224056,8
Integral,4194304,7,1485224056,1485224064,8
Integral,4194304,8,1485224064,1485224072,8
Integral,4194304,9,1485224072,1485224080,8
Integral,4194304,10,1485224080,1485224087,7
Integral,4194304,11,1485224087,1485224095,8
Integral,4194304,12,1485224095,1485224104,9
Integral,4194304,13,1485224104,1485224112,8
Integral,4194304,14,1485224112,1485224120,8
Integral,4194304,15,1485224120,1485224128,8
Integral,4194304,16,1485224128,1485224136,8
Integral,4194304,1,1485224136,1485224144,8
Integral,4194304,2,1485224144,1485224152,8
Integral,4194304,3,1485224152,1485224160,8
Integral,4194304,4,1485224160,1485224168,8
Integral,4194304,5,1485224168,1485224176,8
Integral,4194304,6,1485224176,1485224184,8
Integral,4194304,7,1485224184,1485224192,8
Integral,4194304,8,1485224192,1485224200,8
Integral,4194304,9,1485224200,1485224208,8
Integral,4194304,10,1485224208,1485224216,8
Integral,4194304,11,1485224216,1485224224,8
Integral,4194304,12,1485224224,1485224232,8
Integral,4194304,13,1485224232,1485224240,8
Integral,4194304,14,1485224240,1485224248,8
Integral,4194304,15,1485224248,1485224256,8
Integral,4194304,16,1485224256,1485224264,8
Integral,4194304,1,1485224264,1485224272,8
Integral,4194304,2,1485224272,1485224280,8
Integral,4194304,3,1485224280,1485224288,8
Integral,4194304,4,1485224288,1485224296,8
Integral,4194304,5,1485224296,1485224303,7
Integral,4194304,6,1485224303,1485224312,9
Integral,4194304,7,1485224312,1485224319,7
Integral,4194304,8,1485224319,1485224327,8
Integral,4194304,9,1485224327,1485224335,8
Integral,4194304,10,1485224335,1485224343,8
Integral,4194304,11,1485224343,1485224352,9
Integral,4194304,12,1485224352,1485224360,8
Integral,4194304,13,1485224360,1485224368,8
Integral,4194304,14,1485224368,1485224376,8
Integral,4194304,15,1485224376,1485224384,8
Integral,4194304,16,1485224384,1485224392,8
Integral,8388608,1,1485224392,1485224400,8
Integral,8388608,2,1485224400,1485224409,9
Integral,8388608,3,1485224409,1485224417,8
Integral,8388608,4,1485224417,1485224425,8
Integral,8388608,5,1485224425,1485224433,8
Integral,8388608,6,1485224433,1485224441,8
Integral,8388608,7,1485224441,1485224449,8
Integral,8388608,8,1485224449,1485224457,8
Integral,8388608,9,1485224457,1485224466,9
Integral,8388608,10,1485224466,1485224474,8
Integral,8388608,11,1485224474,1485224482,8
Integral,8388608,12,1485224482,1485224490,8
Integral,8388608,13,1485224490,1485224498,8
Integral,8388608,14,1485224498,1485224506,8
Integral,8388608,15,1485224506,1485224514,8
Integral,8388608,16,1485224514,1485224522,8
Integral,8388608,1,1485224522,1485224530,8
Integral,8388608,2,1485224530,1485224538,8
Integral,8388608,3,1485224538,1485224546,8
Integral,8388608,4,1485224546,1485224555,9
Integral,8388608,5,1485224555,1485224563,8
Integral,8388608,6,1485224563,1485224571,8
Integral,8388608,7,1485224571,1485224579,8
Integral,8388608,8,1485224579,1485224587,8
Integral,8388608,9,1485224587,1485224595,8
Integral,8388608,10,1485224595,1485224603,8
Integral,8388608,11,1485224603,1485224611,8
Integral,8388608,12,1485224611,1485224619,8
Integral,8388608,13,1485224619,1485224627,8
Integral,8388608,14,1485224627,1485224635,8
Integral,8388608,15,1485224635,1485224643,8
Integral,8388608,16,1485224643,1485224651,8
Integral,8388608,1,1485224651,1485224659,8
Integral,8388608,2,1485224659,1485224668,9
Integral,8388608,3,1485224668,1485224676,8
Integral,8388608,4,1485224676,1485224684,8
Integral,8388608,5,1485224684,1485224692,8
Integral,8388608,6,1485224692,1485224700,8
Integral,8388608,7,1485224700,1485224708,8
Integral,8388608,8,1485224708,1485224716,8
Integral,8388608,9,1485224716,1485224724,8
Integral,8388608,10,1485224724,1485224733,9
Integral,8388608,11,1485224733,1485224741,8
Integral,8388608,12,1485224741,1485224748,7
Integral,8388608,13,1485224748,1485224756,8
Integral,8388608,14,1485224756,1485224765,9
Integral,8388608,15,1485224765,1485224773,8
Integral,8388608,16,1485224773,1485224781,8
Integral,8388608,1,1485224781,1485224789,8
Integral,8388608,2,1485224789,1485224797,8
Integral,8388608,3,1485224797,1485224805,8
Integral,8388608,4,1485224805,1485224813,8
Integral,8388608,5,1485224813,1485224822,9
Integral,8388608,6,1485224822,1485224830,8
Integral,8388608,7,1485224830,1485224838,8
Integral,8388608,8,1485224838,1485224846,8
Integral,8388608,9,1485224846,1485224855,9
Integral,8388608,10,1485224855,1485224863,8
Integral,8388608,11,1485224863,1485224871,8
Integral,8388608,12,1485224871,1485224879,8
Integral,8388608,13,1485224879,1485224887,8
Integral,8388608,14,1485224887,1485224895,8
Integral,8388608,15,1485224895,1485224903,8
Integral,8388608,16,1485224903,1485224911,8
Integral,8388608,1,1485224911,1485224919,8
Integral,8388608,2,1485224919,1485224927,8
Integral,8388608,3,1485224927,1485224935,8
Integral,8388608,4,1485224935,1485224944,9
Integral,8388608,5,1485224944,1485224952,8
Integral,8388608,6,1485224952,1485224960,8
Integral,8388608,7,1485224960,1485224968,8
Integral,8388608,8,1485224968,1485224976,8
Integral,8388608,9,1485224976,1485224984,8
Integral,8388608,10,1485224984,1485224992,8
Integral,8388608,11,1485224992,1485225000,8
Integral,8388608,12,1485225000,1485225009,9
Integral,8388608,13,1485225009,1485225017,8
Integral,8388608,14,1485225017,1485225025,8
Integral,8388608,15,1485225025,1485225033,8
Integral,8388608,16,1485225033,1485225041,8
Integral,16777216,1,1485225041,1485225050,9
Integral,16777216,2,1485225050,1485225058,8
Integral,16777216,3,1485225058,1485225066,8
Integral,16777216,4,1485225066,1485225075,9
Integral,16777216,5,1485225075,1485225083,8
Integral,16777216,6,1485225083,1485225091,8
Integral,16777216,7,1485225091,1485225099,8
Integral,16777216,8,1485225099,1485225108,9
Integral,16777216,9,1485225108,1485225116,8
Integral,16777216,10,1485225116,1485225124,8
Integral,16777216,11,1485225124,1485225133,9
Integral,16777216,12,1485225133,1485225141,8
Integral,16777216,13,1485225141,1485225150,9
Integral,16777216,14,1485225150,1485225158,8
Integral,16777216,15,1485225158,1485225166,8
Integral,16777216,16,1485225166,1485225175,9
Integral,16777216,1,1485225175,1485225184,9
Integral,16777216,2,1485225184,1485225192,8
Integral,16777216,3,1485225192,1485225201,9
Integral,16777216,4,1485225201,1485225209,8
Integral,16777216,5,1485225209,1485225217,8
Integral,16777216,6,1485225217,1485225225,8
Integral,16777216,7,1485225225,1485225234,9
Integral,16777216,8,1485225234,1485225242,8
Integral,16777216,9,1485225242,1485225250,8
Integral,16777216,10,1485225250,1485225258,8
Integral,16777216,11,1485225258,1485225267,9
Integral,16777216,12,1485225267,1485225275,8
Integral,16777216,13,1485225275,1485225283,8
Integral,16777216,14,1485225283,1485225291,8
Integral,16777216,15,1485225291,1485225300,9
Integral,16777216,16,1485225300,1485225308,8
Integral,16777216,1,1485225308,1485225316,8
Integral,16777216,2,1485225316,1485225325,9
Integral,16777216,3,1485225325,1485225333,8
Integral,16777216,4,1485225333,1485225341,8
Integral,16777216,5,1485225341,1485225349,8
Integral,16777216,6,1485225349,1485225358,9
Integral,16777216,7,1485225358,1485225366,8
Integral,16777216,8,1485225366,1485225374,8
Integral,16777216,9,1485225374,1485225383,9
Integral,16777216,10,1485225383,1485225391,8
Integral,16777216,11,1485225391,1485225399,8
Integral,16777216,12,1485225399,1485225407,8
Integral,16777216,13,1485225407,1485225416,9
Integral,16777216,14,1485225416,1485225424,8
Integral,16777216,15,1485225424,1485225433,9
Integral,16777216,16,1485225433,1485225441,8
Integral,16777216,1,1485225441,1485225449,8
Integral,16777216,2,1485225449,1485225458,9
Integral,16777216,3,1485225458,1485225466,8
Integral,16777216,4,1485225466,1485225474,8
Integral,16777216,5,1485225474,1485225483,9
Integral,16777216,6,1485225483,1485225491,8
Integral,16777216,7,1485225491,1485225500,9
Integral,16777216,8,1485225500,1485225508,8
Integral,16777216,9,1485225508,1485225517,9
Integral,16777216,10,1485225517,1485225525,8
Integral,16777216,11,1485225525,1485225534,9
Integral,16777216,12,1485225534,1485225542,8
Integral,16777216,13,1485225542,1485225551,9
Integral,16777216,14,1485225551,1485225559,8
Integral,16777216,15,1485225559,1485225567,8
Integral,16777216,16,1485225567,1485225576,9
Integral,16777216,1,1485225576,1485225584,8
Integral,16777216,2,1485225584,1485225592,8
Integral,16777216,3,1485225592,1485225601,9
Integral,16777216,4,1485225601,1485225610,9
Integral,16777216,5,1485225610,1485225619,9
Integral,16777216,6,1485225619,1485225628,9
Integral,16777216,7,1485225628,1485225637,9
Integral,16777216,8,1485225637,1485225645,8
Integral,16777216,9,1485225645,1485225654,9
Integral,16777216,10,1485225654,1485225662,8
Integral,16777216,11,1485225662,1485225671,9
Integral,16777216,12,1485225671,1485225679,8
Integral,16777216,13,1485225679,1485225688,9
Integral,16777216,14,1485225688,1485225697,9
Integral,16777216,15,1485225697,1485225705,8
Integral,16777216,16,1485225705,1485225713,8
Integral,33554432,1,1485225713,1485225723,10
Integral,33554432,2,1485225723,1485225732,9
Integral,33554432,3,1485225732,1485225741,9
Integral,33554432,4,1485225741,1485225749,8
Integral,33554432,5,1485225749,1485225758,9
Integral,33554432,6,1485225758,1485225767,9
Integral,33554432,7,1485225767,1485225776,9
Integral,33554432,8,1485225776,1485225785,9
Integral,33554432,9,1485225785,1485225794,9
Integral,33554432,10,1485225794,1485225803,9
Integral,33554432,11,1485225803,1485225812,9
Integral,33554432,12,1485225812,1485225820,8
Integral,33554432,13,1485225820,1485225829,9
Integral,33554432,14,1485225829,1485225838,9
Integral,33554432,15,1485225838,1485225847,9
Integral,33554432,16,1485225847,1485225855,8
Integral,33554432,1,1485225855,1485225864,9
Integral,33554432,2,1485225864,1485225873,9
Integral,33554432,3,1485225873,1485225881,8
Integral,33554432,4,1485225881,1485225890,9
Integral,33554432,5,1485225890,1485225899,9
Integral,33554432,6,1485225899,1485225908,9
Integral,33554432,7,1485225908,1485225917,9
Integral,33554432,8,1485225917,1485225926,9
Integral,33554432,9,1485225926,1485225934,8
Integral,33554432,10,1485225934,1485225943,9
Integral,33554432,11,1485225943,1485225952,9
Integral,33554432,12,1485225952,1485225961,9
Integral,33554432,13,1485225961,1485225969,8
Integral,33554432,14,1485225969,1485225978,9
Integral,33554432,15,1485225978,1485225986,8
Integral,33554432,16,1485225986,1485225995,9
Integral,33554432,1,1485225995,1485226003,8
Integral,33554432,2,1485226003,1485226012,9
Integral,33554432,3,1485226012,1485226021,9
Integral,33554432,4,1485226021,1485226029,8
Integral,33554432,5,1485226029,1485226038,9
Integral,33554432,6,1485226038,1485226047,9
Integral,33554432,7,1485226047,1485226056,9
Integral,33554432,8,1485226056,1485226065,9
Integral,33554432,9,1485226065,1485226073,8
Integral,33554432,10,1485226073,1485226082,9
Integral,33554432,11,1485226082,1485226091,9
Integral,33554432,12,1485226091,1485226099,8
Integral,33554432,13,1485226099,1485226108,9
Integral,33554432,14,1485226108,1485226117,9
Integral,33554432,15,1485226117,1485226126,9
Integral,33554432,16,1485226126,1485226135,9
Integral,33554432,1,1485226135,1485226144,9
Integral,33554432,2,1485226144,1485226153,9
Integral,33554432,3,1485226153,1485226162,9
Integral,33554432,4,1485226162,1485226170,8
Integral,33554432,5,1485226170,1485226179,9
Integral,33554432,6,1485226179,1485226188,9
Integral,33554432,7,1485226188,1485226197,9
Integral,33554432,8,1485226197,1485226206,9
Integral,33554432,9,1485226206,1485226214,8
Integral,33554432,10,1485226214,1485226223,9
Integral,33554432,11,1485226223,1485226231,8
Integral,33554432,12,1485226231,1485226240,9
Integral,33554432,13,1485226240,1485226248,8
Integral,33554432,14,1485226248,1485226257,9
Integral,33554432,15,1485226257,1485226266,9
Integral,33554432,16,1485226266,1485226275,9
Integral,33554432,1,1485226275,1485226284,9
Integral,33554432,2,1485226284,1485226292,8
Integral,33554432,3,1485226292,1485226301,9
Integral,33554432,4,1485226301,1485226310,9
Integral,33554432,5,1485226310,1485226318,8
Integral,33554432,6,1485226318,1485226327,9
Integral,33554432,7,1485226327,1485226335,8
Integral,33554432,8,1485226335,1485226344,9
Integral,33554432,9,1485226344,1485226353,9
Integral,33554432,10,1485226353,1485226361,8
Integral,33554432,11,1485226361,1485226370,9
Integral,33554432,12,1485226370,1485226378,8
Integral,33554432,13,1485226378,1485226387,9
Integral,33554432,14,1485226387,1485226396,9
Integral,33554432,15,1485226396,1485226405,9
Integral,33554432,16,1485226405,1485226413,8
Integral,67108864,1,1485226413,1485226423,10
Integral,67108864,2,1485226423,1485226433,10
Integral,67108864,3,1485226433,1485226443,10
Integral,67108864,4,1485226443,1485226453,10
Integral,67108864,5,1485226453,1485226462,9
